licenses,parsed_address,similarity score,permit,apn,many_to_many
2069 abbott st #10 92107,2069 abbott st 92107,100,str-07809l,4481020200,both
2069 abbott st #10 92107,2069 abbott st 92107,100,str-07816l,4481020200,both
2069 abbott st #10 92107,2069 abbott st 92107,100,str-07802l,4481020200,both
2069 abbott st #10 92107,2069 abbott st 92107,100,str-07803l,4481020200,both
2069 abbott st #10 92107,2069 abbott st 92107,100,str-07799l,4481020200,both
2069 abbott st #10 92107,2069 abbott st 92107,100,str-07818l,4481020200,both
2069 abbott st #10 92107,2069 abbott st 92107,100,str-07807l,4481020200,both
2069 abbott st #10 92107,2069 abbott st 92107,100,str-07806l,4481020200,both
2069 abbott st #10 92107,2069 abbott st 92107,100,str-07805l,4481020200,both
10510 corte jardin del mar 92130,10510 corte jardin del mar 92130,100,str-07854l,3076400800,both
4181 balboa wy 92117,4181 balboa way 92117,98,str-03575l,4196900612,both
4181 balboa wy 92117,4181 balboa way 92117,98,str-07878l,4196900612,both
3009 iroquois wy 92117,3009 iroquois way 92117,98,str-07886l,4254900800,both
802 nahant court 92109,802 nahant court 92109,100,str-03101l,4236120501,both
710 zanzibar court #710 92109,760 zanzibar court 92109,96,str-04462l,4233111300,both
3235 homer st 92106,3235 homer st 92106,100,str-06561l,4501420900,both
4405 leon st 92107,4405 leon st 92107,100,str-07529l,5304521400,both
5109 voltaire st #5109 92107,5109 voltaire st 92107,100,str-07537l,4480420600,both
5109 voltaire st #5109 92107,5109 voltaire st 92107,100,str-07770l,4480420600,both
5109 voltaire st #5109 92107,5109 voltaire st 92107,100,str-07773l,4480420600,both
5109 voltaire st #5109 92107,5109 voltaire st 92107,100,str-07765l,4480420600,both
5109 voltaire st #5109 92107,5109 voltaire st 92107,100,str-07539l,4480420600,both
5109 voltaire st #5109 92107,5109 voltaire st 92107,100,str-07768l,4480420600,both
5109 voltaire st #5109 92107,5109 voltaire st 92107,100,str-07779l,4480420600,both
1511 gregory st 92102,1509 gregory st 92102,90,str-07558l,5393920200,both
4576 point loma av 92107,4576 point loma ave 92107,98,str-06009l,4485810400,both
3515 indiana st 92103,3515 indiana st 92103,100,str-07212l,4523621100,both
908 angelus av 92114,908 angelus ave 92114,98,str-05097l,5765750900,both
711 ormond court 92109,711 ormond court 92109,100,str-04559l,4236041302,both
711 ormond court 92109,711 ormond court 92109,100,str-07358l,4236041302,both
1141 silverado st #129 92037,1141 silverado st 92037,100,str-05054l,3503320100,both
1141 silverado st #129 92037,1141 silverado st 92037,100,str-05027l,3503320100,both
1141 silverado st #129 92037,1141 silverado st 92037,100,str-04984l,3503320100,both
3560 island av 92102,3560 island ave 92102,98,str-05880l,5460300700,both
3560 island av 92102,3560 island ave 92102,98,str-05782l,5460300700,both
3070 n arroyo drive 92103,3070 n arroyo dr 92103,94,str-02480l,4526160700,both
5076 saratoga av #7 92107,5076 saratoga ave 92107,94,str-07756l,4481010400,both
5076 saratoga av #7 92107,5076 saratoga ave 92107,94,str-07790l,4481010400,both
5076 saratoga av #7 92107,5076 saratoga ave 92107,94,str-07787l,4481010400,both
5076 saratoga av #7 92107,5076 saratoga ave 92107,94,str-07601l,4481010400,both
5076 saratoga av #7 92107,5076 saratoga ave 92107,94,str-07792l,4481010400,both
5076 saratoga av #7 92107,5076 saratoga ave 92107,94,str-07743l,4481010400,both
5076 saratoga av #7 92107,5076 saratoga ave 92107,94,str-07794l,4481010400,both
5076 saratoga av #7 92107,5076 saratoga ave 92107,94,str-07797l,4481010400,both
5076 saratoga av #7 92107,5076 saratoga ave 92107,94,str-07758l,4481010400,both
711 vanitie court 92109,711 vanitie court 92109,100,str-07564l,4235591300,both
2221 2221 historic decatur rd rd #59 92106,2221 historic decatur rd #59 92106,100,str-05283l,4508132901,both
5028 marlborough dr 92116,5028 marlborough dr 92116,100,str-06043l,4403501000,both
6852 veronica av 92115,6852 veronica ave 92115,98,str-06900l,4744311000,both
1952 ainsley rd 92123,1952 ainsley rd 92123,100,str-06924l,6772913200,both
4820 narragansett av 92107,4875 narragansett ave 92107,91,str-06993l,4482722401,both
3433 5th av 92103,3433 5th ave 92103,97,str-06987l,4524071900,both
3433 5th av 92103,3433 5th ave 92103,97,str-07027l,4524071900,both
3433 5th av 92103,3433 5th ave 92103,97,str-06983l,4524071900,both
3433 5th av 92103,3433 5th ave 92103,97,str-06986l,4524071900,both
6392 camino de la costa st 92037,6392 camino de la costa 92037,100,str-07023l,3515610600,both
2158 san diego av 92110,2158 san diego ave 92110,98,str-07056l,4517112500,both
101 park pz #648 92101,101 park plz 92101,88,str-00750l,5355634200,both
101 park pz #648 92101,101 park plz 92101,88,str-07064l,5355634200,both
3117 g st 92102,3117 g st 92102,100,str-07111l,5450421101,both
4284 whittier st #c 92107,4282 whittier st 92107,91,str-06501l,4492700200,both
4226 lochlomond st 92111,4226 lochlomond st 92111,100,str-06639l,3562501100,both
3627 33rd st 92104,3627 33rd st 92104,100,str-06670l,4465121200,both
3625 budd st 92111,3625 budd st 92111,100,str-06776l,4203740600,both
1851 newton av 92113,1851 newton ave 92113,98,str-06878l,5384801500,both
4614 saratoga av 92107,4612 saratoga ave 92107,93,str-07276l,4485211400,both
831 allerton court 92109,821 allerton court 92109,96,str-07263l,4237630600,both
375 nautilus st 92037,375 nautilus st 92037,100,str-04655l,3513500202,both
375 nautilus st 92037,375 nautilus st 92037,100,str-00098l,3513500202,both
1720 gateway drive dr 92105,1720 gateway dr 92105,100,str-07970l,5404201700,both
2055 albatross st #4 92101,2055 albatross st 92101,100,str-06566l,5331630200,both
2055 albatross st #4 92101,2055 albatross st 92101,100,str-06571l,5331630200,both
2055 albatross st #4 92101,2055 albatross st 92101,100,str-06569l,5331630200,both
2055 albatross st #4 92101,2055 albatross st 92101,100,str-06573l,5331630200,both
2055 albatross st #4 92101,2055 albatross st 92101,100,str-06570l,5331630200,both
2055 albatross st #4 92101,2055 albatross st 92101,100,str-06572l,5331630200,both
2055 albatross st #4 92101,2055 albatross st 92101,100,str-06564l,5331630200,both
2055 albatross st #4 92101,2055 albatross st 92101,100,str-06568l,5331630200,both
2867 boston av 92113,2865 boston ave 92113,93,str-07306l,5502310400,both
4922 dixie dr 92109,4920 dixie dr 92109,95,str-07219l,4153912100,both
5410 lauretta st 92110,5410 lauretta st 92110,100,str-07436l,4363611800,both
6366 caminito marcial 92111,6366 caminito marcial 92111,100,str-07492l,4375100900,both
1260 cleveland av #118 92103,1260 cleveland ave #118 92103,98,str-07720l,4456000808,both
2679 mission blvd. 92109,2679 mission blvd 92109,100,str-07387l,4237470900,both
2679 mission blvd. 92109,2679 mission blvd 92109,100,str-07736l,4237470900,both
2679 mission blvd. 92109,2679 mission blvd 92109,100,str-07738l,4237470900,both
2631 collier av #1/2 92116,2631 collier ave 92116,90,str-05717l,4382522900,both
2631 collier av #1/2 92116,2631 collier ave 92116,90,str-05681l,4382522900,both
2606 main st 92113,2602 main st 92113,94,str-03056l,5388112300,both
2606 main st 92113,2602 main st 92113,94,str-03013l,5388112300,both
2606 main st 92113,2602 main st 92113,94,str-03059l,5388112300,both
2606 main st 92113,2602 main st 92113,94,str-03053l,5388112300,both
2606 main st 92113,2602 main st 92113,94,str-03215l,5388112300,both
1855 nautilus st 92037,1855 nautilus st 92037,100,str-02025l,3525800100,both
6204 agee st #138 92122,6204 agee st #138 92122,100,str-02836l,3481121444,both
1466 pescadero dr #4 92107,1466 pescadero dr 92107,100,str-02413l,4482420200,both
1466 pescadero dr #4 92107,1466 pescadero dr 92107,100,str-02655l,4482420200,both
1466 pescadero dr #4 92107,1466 pescadero dr 92107,100,str-02415l,4482420200,both
1466 pescadero dr #4 92107,1466 pescadero dr 92107,100,str-02417l,4482420200,both
4249 adams av 92116,4249 adams ave 92116,97,str-04334l,4653510100,both
819 wilbur av 92109,819 wilbur ave 92109,97,str-05203l,4154030400,both
2181 s avenida de la playa 92037,2320 avenida de la playa 92037,91,str-00291l,3463001400,both
5101 narragansett av #201 92107,5101 narragansett ave 92107,92,str-07748l,4480700100,both
5101 narragansett av #201 92107,5101 narragansett ave 92107,92,str-07551l,4480700100,both
5101 narragansett av #201 92107,5101 narragansett ave 92107,92,str-07741l,4480700100,both
5101 narragansett av #201 92107,5101 narragansett ave 92107,92,str-07750l,4480700100,both
5101 narragansett av #201 92107,5101 narragansett ave 92107,92,str-07275l,4480700100,both
5101 narragansett av #201 92107,5101 narragansett ave 92107,92,str-07747l,4480700100,both
5101 narragansett av #201 92107,5101 narragansett ave 92107,92,str-07248l,4480700100,both
5101 narragansett av #201 92107,5101 narragansett ave 92107,92,str-07751l,4480700100,both
5101 narragansett av #201 92107,5101 narragansett ave 92107,92,str-07289l,4480700100,both
5101 narragansett av #201 92107,5101 narragansett ave 92107,92,str-07294l,4480700100,both
5101 narragansett av #201 92107,5101 narragansett ave 92107,92,str-07272l,4480700100,both
5101 narragansett av #201 92107,5101 narragansett ave 92107,92,str-07745l,4480700100,both
5101 narragansett av #201 92107,5101 narragansett ave 92107,92,str-07746l,4480700100,both
5101 narragansett av #201 92107,5101 narragansett ave 92107,92,str-07752l,4480700100,both
5101 narragansett av #201 92107,5101 narragansett ave 92107,92,str-07256l,4480700100,both
5101 narragansett av #201 92107,5101 narragansett ave 92107,92,str-07285l,4480700100,both
1407 02nd av 92101,2770 2nd ave #407 92103,80,str-06990l,4527022230,both
807 ostend court 92109,830 ostend court 92109,95,str-03390l,4235962601,both
3501 collier av 92116,3501 collier ave 92116,98,str-04607l,4404010100,both
1307 brunner st 92110,1307 brunner st 92110,100,str-05780l,4364030300,both
3616 mission blvd 92109,3616 mission blvd 92109,100,str-03252l,4236050601,both
1122 cesar chavez py 92113,/2 cesar chavez pky 1 92113,92,str-04170l,5381200800,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-00799l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-03233l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-00421l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-03311l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-00385l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-02576l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-03089l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-02687l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-03156l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-00263l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-01652l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-03553l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-03926l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-02952l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-03517l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-06497l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-01108l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-06626l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-01525l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-01391l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-04280l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-04213l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-01165l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-04919l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-01728l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-07336l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-01588l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-05674l,4155811338,both
4667 ocean blvd #311 92109,4667 ocean blvd #311 92109,100,str-04086l,4155811338,both
735 queenstown court 92109,739 queenstown court 92109,96,str-02406l,4235830604,both
735 queenstown court 92109,739 queenstown court 92109,96,str-02404l,4235830604,both
1475 everview rd 92110,1475 everview rd 92110,100,str-05671l,4362411500,both
3952 mount albertine av 92111,3952 mt albertine ave 92111,93,str-07591l,4198003300,both
2074 guizot st st 92107,2074 guizot st 92107,100,str-07614l,4486721500,both
1622 diamond st 92109,1622 diamond st 92109,100,str-05730l,4164210300,both
1622 diamond st 92109,1622 diamond st 92109,100,str-05723l,4164210300,both
1622 diamond st 92109,1622 diamond st 92109,100,str-05754l,4164210300,both
1622 diamond st 92109,1622 diamond st 92109,100,str-05756l,4164210300,both
1622 diamond st 92109,1622 diamond st 92109,100,str-05755l,4164210300,both
4195 kansas st #101 92104,4195 kansas st 92104,100,str-01979l,4463032500,both
4195 kansas st #101 92104,4195 kansas st 92104,100,str-01978l,4463032500,both
1063 garnet av #1 92109,1146 garnet ave 92109,88,str-01331l,4156231700,both
160 w island av 92101,160 w island ave 92101,98,str-02191l,5350710604,both
5552 chelsea 92037,5552 chelsea ave 92037,100,str-03748l,3575221700,both
6225 hobart st 92115,6223 hobart st 92115,95,str-05765l,4674420500,both
3877 riviera dr 92109,3877 riviera dr 92109,100,str-01770l,4234240303,both
2015 albatross st deigo ca 92101,2015 albatross st 92101,100,str-04404l,5331630500,both
555 20th st #rear unit 92102,555 20th st 92102,100,str-01542l,5352140500,both
555 20th st #rear unit 92102,555 20th st 92102,100,str-05769l,5352140500,both
1877 pacific beach dr 92109,pacific beach dr 92109,100,str-02030l,4233831304,both
1877 pacific beach dr 92109,pacific beach dr 92109,100,str-02041l,4233831304,both
4335 stacy pl 92117,4335 stacy pl 92117,100,str-00062l,4258341100,both
4151 mission blvd #207 92109,4151 mission blvd #207 92109,100,str-01114l,4232221807,both
4151 mission blvd #207 92109,4151 mission blvd #207 92109,100,str-01409l,4232221807,both
4151 mission blvd #207 92109,4151 mission blvd #207 92109,100,str-00194l,4232221807,both
4151 mission blvd #207 92109,4151 mission blvd #207 92109,100,str-04390l,4232221807,both
4151 mission blvd #207 92109,4151 mission blvd #207 92109,100,str-01529l,4232221807,both
4151 mission blvd #207 92109,4151 mission blvd #207 92109,100,str-01526l,4232221807,both
4151 mission blvd #207 92109,4151 mission blvd #207 92109,100,str-01945l,4232221807,both
4151 mission blvd #207 92109,4151 mission blvd #207 92109,100,str-01708l,4232221807,both
4151 mission blvd #207 92109,4151 mission blvd #207 92109,100,str-01527l,4232221807,both
4151 mission blvd #207 92109,4151 mission blvd #207 92109,100,str-03026l,4232221807,both
4151 mission blvd #207 92109,4151 mission blvd #207 92109,100,str-02563l,4232221807,both
2124 de mayo rd 92014,2124 de mayo rd 92014,100,str-05790l,3003421500,both
983 island av #9 92101,983 island ave 92101,93,str-01999l,5351261309,both
983 island av #9 92101,983 island ave 92101,93,str-02473l,5351261309,both
983 island av #9 92101,983 island ave 92101,93,str-03544l,5351261309,both
983 island av #9 92101,983 island ave 92101,93,str-06065l,5351261309,both
983 island av #9 92101,983 island ave 92101,93,str-02817l,5351261309,both
983 island av #9 92101,983 island ave 92101,93,str-03833l,5351261309,both
10971 swansea pl 92126,10971 swansea pl 92126,100,str-07291l,3111612100,both
1801 diamond street 92109 #218 92109,1801 diamond st #218 92109,94,str-03400l,4165202837,both
1801 diamond street 92109 #218 92109,1801 diamond st #218 92109,94,str-01649l,4165202837,both
1801 diamond street 92109 #218 92109,1801 diamond st #218 92109,94,str-07397l,4165202837,both
1801 diamond street 92109 #218 92109,1801 diamond st #218 92109,94,str-07335l,4165202837,both
6709 vista del mar av #a 92037,6709 vista del mar ave #a 92037,98,str-03409l,3513833200,both
6709 vista del mar av #a 92037,6709 vista del mar ave #a 92037,98,str-07667l,3513833200,both
10320 muchacha wy 92124,10320 muchacha way 92124,98,str-05081l,3721833100,both
5027 santa monica av #f 92107,5027 santa monica ave #f 92107,98,str-07697l,4480923606,both
8319 camino del oro 92037,8319 camino del oro 92037,100,str-07721l,3461621200,both
2645 ocean front walk 92109,2645 ocean front walk 92109,100,str-00671l,4237610400,both
8863 heraldry st 92123,8863 heraldry st 92123,100,str-01171l,4211230700,both
3888 riviera dr #305 92109,3888 riviera dr #305 92109,100,str-00638l,4234100617,both
3888 riviera dr #305 92109,3888 riviera dr #305 92109,100,str-03201l,4234100617,both
3888 riviera dr #305 92109,3888 riviera dr #305 92109,100,str-02846l,4234100617,both
3888 riviera dr #305 92109,3888 riviera dr #305 92109,100,str-01640l,4234100617,both
3888 riviera dr #305 92109,3888 riviera dr #305 92109,100,str-01400l,4234100617,both
3888 riviera dr #305 92109,3888 riviera dr #305 92109,100,str-02736l,4234100617,both
3888 riviera dr #305 92109,3888 riviera dr #305 92109,100,str-03352l,4234100617,both
3888 riviera dr #305 92109,3888 riviera dr #305 92109,100,str-02737l,4234100617,both
3888 riviera dr #305 92109,3888 riviera dr #305 92109,100,str-01207l,4234100617,both
3888 riviera dr #305 92109,3888 riviera dr #305 92109,100,str-02742l,4234100617,both
3888 riviera dr #305 92109,3888 riviera dr #305 92109,100,str-02973l,4234100617,both
3888 riviera dr #305 92109,3888 riviera dr #305 92109,100,str-02157l,4234100617,both
4025 jewell st #2 92109,4023 jewell st 92109,90,str-05726l,4244010900,both
4025 jewell st #2 92109,4023 jewell st 92109,90,str-02055l,4244010900,both
2926 palm st 92104,3351 e palm st 92104,84,str-05294l,4538321400,both
6619 linda vista rd #7 92111,6619 linda vista rd 92111,100,str-06604l,4370301300,both
6619 linda vista rd #7 92111,6619 linda vista rd 92111,100,str-06637l,4370301300,both
4124 palmetto wy 92103,4120 palmetto way 92103,93,str-06612l,4434740800,both
2524 collier ave av 92116,2524 collier ave 92116,100,str-07763l,4382300900,both
2114 abbott st #4 92107,2114 abbott st 92107,100,str-07862l,4480331700,both
2114 abbott st #4 92107,2114 abbott st 92107,100,str-07870l,4480331700,both
2114 abbott st #4 92107,2114 abbott st 92107,100,str-07864l,4480331700,both
2114 abbott st #4 92107,2114 abbott st 92107,100,str-07876l,4480331700,both
2114 abbott st #4 92107,2114 abbott st 92107,100,str-07860l,4480331700,both
2114 abbott st #4 92107,2114 abbott st 92107,100,str-07868l,4480331700,both
2114 abbott st #4 92107,2114 abbott st 92107,100,str-07872l,4480331700,both
2114 abbott st #4 92107,2114 abbott st 92107,100,str-07858l,4480331700,both
2114 abbott st #4 92107,2114 abbott st 92107,100,str-07865l,4480331700,both
1718 29th st 92102,1718 29th st 92102,100,str-06601l,5392721000,both
3625 3625 st #11 92105,3625 43rd st #11 92105,100,str-07616l,4717323611,both
2015 bacon st 92107,2015 bacon st 92107,100,str-07317l,4482010300,both
2479 2479 island ave av 92102,2479 island ave 92102,100,str-07257l,5354710400,both
3127 bancroft st 92104,3127 bancroft st 92104,100,str-07376l,4535721000,both
8430 via sonoma #no.50 92037,503 sea ln 92037,65,str-04858l,3511110100,both
8430 via sonoma #no.50 92037,503 sea ln 92037,65,str-04702l,3511110100,both
8430 via sonoma #no.50 92037,503 sea ln 92037,65,str-03902l,3511110100,both
6 th av #1355 92101,575 sixth ave #706 92101,78,str-05181l,5351111866,both
4175 4175 twilight rdg. 92130,4175 twilight rdg 92130,100,str-07366l,3076902700,both
5113 west point loma blvd #5121 92107,5113 w point loma blvd 92107,96,str-07510l,4480503100,both
5113 west point loma blvd #5121 92107,5113 w point loma blvd 92107,96,str-07725l,4480503100,both
5113 west point loma blvd #5121 92107,5113 w point loma blvd 92107,96,str-07785l,4480503100,both
5113 west point loma blvd #5121 92107,5113 w point loma blvd 92107,96,str-07717l,4480503100,both
5113 west point loma blvd #5121 92107,5113 w point loma blvd 92107,96,str-07509l,4480503100,both
5113 west point loma blvd #5121 92107,5113 w point loma blvd 92107,96,str-07687l,4480503100,both
5113 west point loma blvd #5121 92107,5113 w point loma blvd 92107,96,str-07796l,4480503100,both
5113 west point loma blvd #5121 92107,5113 w point loma blvd 92107,96,str-07789l,4480503100,both
7625 7625 heatherly ln ln #7625 92130,7625 heatherly ln 92130,100,str-07729l,3062732300,both
830 ostend court 92109,830 ostend court 92109,100,str-03390l,4235962601,both
3681 jewell st 92109,3681 jewell st 92109,100,str-01511l,4234822700,both
714 rockaway court 92109,714 rockaway court 92109,100,str-03438l,4235782800,both
1510 myrtle av 92103,1510 myrtle ave 92103,98,str-04324l,4523317000,both
1510 myrtle av 92103,1510 myrtle ave 92103,98,str-04912l,4523317000,both
4126 stephens st 92103,4126 stephens st 92103,100,str-04313l,4434611300,both
5073 georgetown av 92110,5073 georgetown ave 92110,98,str-03760l,4361510300,both
6810 el cajon blvd #b 92115,el cajon blvd 92115,100,str-04018l,4681422300,both
315 bonair st #4 92037,315 bonair st #04 92037,98,str-01184l,3513811004,both
315 bonair st #4 92037,315 bonair st #04 92037,98,str-02038l,3513811004,both
712 zanzibar court #712.5 92109,752 zanzibar court 92109,92,str-04227l,4233111201,both
7350 7350 fay ave av 92037,7350 fay ave 92037,100,str-06422l,3510612200,both
4375 nw 4375 gila ave apt diego ca 92117,4375 gila ave 92117,100,str-06438l,3605920300,both
2247 flintridge drive dr 92139,2247 flintridge dr 92139,100,str-07888l,5871110700,both
415 20th st #415 92102,415 20th st 92102,100,str-07938l,5354310500,both
415 20th st #415 92102,415 20th st 92102,100,str-07913l,5354310500,both
415 20th st #415 92102,415 20th st 92102,100,str-04054l,5354310500,both
415 20th st #415 92102,415 20th st 92102,100,str-04071l,5354310500,both
5109 voltaire st #5113 92107,5109 voltaire st 92107,100,str-07537l,4480420600,both
5109 voltaire st #5113 92107,5109 voltaire st 92107,100,str-07770l,4480420600,both
5109 voltaire st #5113 92107,5109 voltaire st 92107,100,str-07773l,4480420600,both
5109 voltaire st #5113 92107,5109 voltaire st 92107,100,str-07765l,4480420600,both
5109 voltaire st #5113 92107,5109 voltaire st 92107,100,str-07539l,4480420600,both
5109 voltaire st #5113 92107,5109 voltaire st 92107,100,str-07768l,4480420600,both
5109 voltaire st #5113 92107,5109 voltaire st 92107,100,str-07779l,4480420600,both
6305 scimitar dr 92114,6305 scimitar dr 92114,100,str-07129l,5441201100,both
3454 jackdaw st 92103,3454 jackdaw st 92103,100,str-07137l,4513430800,both
3164 reynard wy 92103,3164 reynard way 92103,98,str-06280l,4515702400,both
3164 reynard wy 92103,3164 reynard way 92103,98,str-06240l,4515702400,both
4391 4391 montalvo st 92107,4391 montalvo st 92107,100,str-07222l,4498630100,both
2337 montclair st 92104,2337 montclair st 92104,100,str-07233l,5400321200,both
3819 050 st 92105,3819 50th st 92105,91,str-07352l,4716220800,both
5118 savannah st 92110,5118 savannah st 92110,100,str-07360l,4363104700,both
1908 adams av 92116,1902 adams ave 92116,92,str-04710l,4381110800,both
1908 adams av 92116,1902 adams ave 92116,92,str-07368l,4381110800,both
3135 boundary st 92104,3135 boundary st 92104,100,str-07423l,4537810900,both
2275 grand av #10 92109,1277 grand ave 92109,86,str-03140l,4231620100,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-00799l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-03233l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-00421l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-03311l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-00385l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-02576l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-03089l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-02687l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-03156l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-00263l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-01652l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-03553l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-03926l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-02952l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-03517l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-06497l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-01108l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-06626l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-01525l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-01391l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-04280l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-04213l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-01165l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-04919l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-01728l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-07336l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-01588l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-05674l,4155811310,both
4767 ocean blvd #1109 92109,4667 ocean blvd #110 92109,94,str-04086l,4155811310,both
748 ithmus court 92109,748 isthmus court 92109,98,str-02990l,4236622204,both
748 ithmus court 92109,748 isthmus court 92109,98,str-01161l,4236622204,both
748 ithmus court 92109,748 isthmus court 92109,98,str-01163l,4236622204,both
3630 bayside walk #c 92109,bayside walk 92109,100,str-03160l,4235580200,both
4875 pescadero av 92107,4873 pescadero ave 92107,94,str-01137l,4482420600,both
718 lido court 92109,718 lido court 92109,100,str-01590l,4236240401,both
718 lido court 92109,718 lido court 92109,100,str-06254l,4236240401,both
13175 wimberly sq #296 92128,13175 wimberly sq #296 92128,100,str-03301l,3161700568,both
1526 myrtle av 92103,1526 myrtle ave 92103,98,str-04330l,4523315100,both
6095 wanda court 92120,6095 wanda court 92120,100,str-04416l,4610220100,both
1153 sunset cliffs blvd blvd #a 92107,1153 sunset cliffs blvd 92107,100,str-04312l,5300201900,both
1751 julian av 92113,1751 julian ave 92113,98,str-06424l,5380801800,both
6131 la pintura dr 92037,6151 la pintura dr 92037,96,str-01942l,3580901700,both
4918 santa monica av #4920.5 92107,4918 santa monica ave 92107,92,str-07386l,4481921100,both
4918 santa monica av #4920.5 92107,4918 santa monica ave 92107,92,str-07835l,4481921100,both
4918 santa monica av #4920.5 92107,4918 santa monica ave 92107,92,str-07861l,4481921100,both
4918 santa monica av #4920.5 92107,4918 santa monica ave 92107,92,str-07754l,4481921100,both
4918 santa monica av #4920.5 92107,4918 santa monica ave 92107,92,str-07825l,4481921100,both
4918 santa monica av #4920.5 92107,4918 santa monica ave 92107,92,str-07844l,4481921100,both
3536 bayside walk 92109,bayside walk 92109,100,str-03160l,4235580200,both
5114 abbott st #8 92107,2114 abbott st 92107,90,str-07862l,4480331700,both
5114 abbott st #8 92107,2114 abbott st 92107,90,str-07870l,4480331700,both
5114 abbott st #8 92107,2114 abbott st 92107,90,str-07864l,4480331700,both
